CÓDIGO COMPLETO,REGIÓN,AUTORIDAD AMBIENTAL,RAZÓN SOCIAL,CATEGORÍA,SECTOR ,SUBSECTOR,DESCRIPCIÓN DE LA EMPRESA O NEGOCIO,CADENA PRODUCTIVA,MUNICIPIO,DEPARTAMENTO,AÑO DE VERIFICACIÓN ,VERSIÓN CRITERIOS DE VERIFICACIÓN,PLAN DE MEJORA PARA LLEGAR A NIVEL SATISFACTORIO,Participación Bioexpo ,Etapa Empresarial 
2016FBCCORTOLIMA12,CENTRAL,CORTOLIMA,FINCA VILLA LUCIA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"Villa Lucia está ubicada en la Vereda Palomar del municipio de Anzoátegui, a 17 kilómetros de la cabecera municipal de este, es un proyecto que nació hace 10 años como una famiempresa, que pretendía integrar la producción de leche de la misma finca y su transformación en quesillos y otros derivados lácteos, así como la producción de leche de otras fincas vecinas y de esta manera contribuir a regular el mercado de la leche que en el momento era muy volátil. Hace tres años se da la idea de organizar una posada turística aprovechando los recursos naturales, la belleza de la región, integrando cascadas, ríos, quebradas,  bosques y en general el paisaje y la diversidad de flora y fauna, dentro de los cuales se encuentran diferentes sitios de interés como el Cerro de Juan Beima, las lagunas, la entrada al parque nacional natural Los Nevados.",Lácteos,Anzoateguí,TOLIMA,2016,V1.2.,No,No reporta ,No Reporta
2016FBCCORTOLIMA13,CENTRAL,CORTOLIMA,ASOCIACIÓN DE AGRICULTORES DE ATACO - TOLIMA - ASOCAT,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","La Asociación de agricultores de Ataco ASOCAT es una asociación ubicada en el corregimiento Santiago Pérez del municipio de Ataco, creada en al año 2008 con el fin evitar la manipulación de los intermediarios y buscar la estabilización de los precios, donde se inicia comprando cacao con recursos de los asociados para hacer el capital de compra, lo que ha generado la compra del lote para la construcción de la sede de la asociación y con esfuerzo, dedicación y disciplina lograron la meta. Dentro del proceso de comercializado han sido muy estratégicos y han logrado venderle a CASALUKER gracias a una alianza productiva, CHOCÓlate Girones, en Santander y MARIANA COCOA export Ltda., la cual ha exportado el producto proveniente de la asociación. ASOCAT tiene puntos de compra en Chaparral, Planadas y en el Corregimiento de Santiago Pérez (Ataco) y está en la firme decisión de exportar directamente el producto.",Agricultura,Ataco,TOLIMA,2016,V1.2.,N.A,No reporta ,No Reporta
2016FBCCORTOLIMA14,CENTRAL,CORTOLIMA,ASOCIACIÓN ASOESTRELLA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","ASOESTRELLA es una asociación legalmente constituida desde el año 2013, ubicada en la vereda Andes Estrella del municipio de Ataco, la cual se conformó con el objeto de agrupar a pequeños productores agropecuarios, hombres y mujeres, para producir y comercializar diferentes productos agrícolas, dentro de ellos cacao, para lo cual están adelantando mejoras en la infraestructura para el aprovechamiento. Dentro de los objetivos de la asociación es hacer frente a todas las dificultades que se presentan en el área con respecto a las técnicas de producción, factores climáticos, vías de comunicación, distancia a las cabeceras municipales, intermediación en la comercialización y falta de presencia institucional. Por lo tanto el proceso de asociatividad  va encaminado a fortalecer el desarrollo socioeconómico de las familias de la región mediante la autogestión y optimización de recursos",Agropecuario,Ataco,TOLIMA,2016,V1.2.,N.A,No reporta ,No Reporta
2016FBCCORTOLIMA15,CENTRAL,CORTOLIMA,CAFÉ DEL MACIZO,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",No reporta,Café,No reporta,TOLIMA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCVS1,CARIBE,CVS,ARTESANIAS NUEVA VISIÓN,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,"Es una empresa que se dedica a la trasformación y aprovechamiento del tallo “Cepa” de la palma de Plátano, para realizar artesanias.",Artesanías,Los Córdobas,CÓRDOBA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCVS5,CARIBE,CVS,APRACAG ASOCIACIÓN DE PRODUCTORES AGRICOLAS DE CAÑO GRANDE,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,"Es una empresa que se dedica a la prestación de servicios de Ecoturismo, hace difernetes rutas por los manglares y la ciénagas de San Bernardo del Viento.",Turismo,San Bernardo del Viento,CÓRDOBA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCVS6,CARIBE,CVS,APROFRUMO (ASOCIACIÓN DE PRODUCTORES DE HORTALIZAS Y FRUTAS DE MOÑITOS),BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Asociación dedicada a la producción y comercializacion de frutas y hortalizas, especialmente de Platano, Ñame, Yuca, Aji, Guanabana y Mango. Comercializa directamente en el mercado local en Cartagena y Baranquilla., ",Frutas y Hortalizas,Moñitos,CÓRDOBA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCVS7,CARIBE,CVS,ARTESANIAS DE POLONIA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,"Es una empresa que se dedica a la trasformación y aprovechamiento del fruto del Totumo, madera de Macana y lata de corozo para elaboración de artesanias.",Frutas,Buenavista,CÓRDOBA,2016,V1.2.,N.A,No reporta ,No Reporta
2016SHFBCCODECHOCÓ2,PACÍFICO,CODECHOCÓ,FRÍOS - FRUTO DE LOS RÍOS S.A.S,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",No reporta,No reporta,Quibdó,CHOCÓ,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016ONVSCVS8,CARIBE,CVS,ASOFRUTYHOCOR (ASOCIACIÓN DE PRODUCTORES DE FRUTAS Y HORTALIZAS DE CÓRDOBA),BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Asociación dedicada a la producción y comercializacion de frutas y hortalizas, especialmente de Berenjena, Ají, Yuca, plátano y guayaba agria y dulce, comercializa en la región.",Frutas y Hortalizas,Montería,CÓRDOBA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCVS9,CARIBE,CVS,ASOPISCAR ASOCIACIÓN PISCICOLA DE COTORRA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Es una Asociación que se dedica a la producción y comercialización piscicola en la región, de Bocachico y Cachama, tienen todo el proceso de crianza, menos el lugar para beneficio de los animales.",Piscicultura,Cotorra,CÓRDOBA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCVS10,CARIBE,CVS,ASOPROMARSAB-ASOCIACIÓN DE PRODUCTORES DE MARAÑON DE LA SABANA DE CHINÚ,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,"Asociación dedicada a la producción y comercializacion de Marañon, vende directamente a nacional de chocolates. ",Marañón,Chinú,CÓRDOBA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCVS11,CARIBE,CVS,ASOVICOR ASOCIACIÓN DE PRODUCTORES OVINOS Y CAPRINOS DE CÓRDOBA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Empresa dedicada a la crianza y comercialización al mayor y detal de carne de ovino, producen carne de oveja criolla, para venta en canal, poseen banco de proteina con forraje de la zona, maneja semiestabulación.",Carne,Montería,CÓRDOBA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCVS12,CARIBE,CVS,ASPROAL ASOCIACIÓN DE PRODUCTORES AGROPECUARIOS ALTERNATIVOS,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Es una Asociación de productores de Miel de Abeja, de forma artesanal, conformada por etnia Zenú, tiene Aval de confianza por parte de la CVS, también producen maiz orgánico, y tienen Banco de maiz criollo y nativo de diferentes colores",Miel,San Andres de Sotavento,CÓRDOBA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCVS13,CARIBE,CVS,COCOTECH COLOMBIA S.A.S,ECOPRODUCTOS INDUSTRIALES,APROVECHAMIENTO Y VALORACIÓN DE RESIDUOS,N.A,"Reciclador de biomasa que soluciona un gran problema ambiental. Al transformar la concha de coco, evitando  que ésta sea quemada o arrojada al mar y a los ríos de la región.",Biomasa,Moñitos,CÓRDOBA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCVS14,CARIBE,CVS,COLMANGOS SAS,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO"," Empresa productora y comercializadora de Mango, se ecuentra certificada en BPA, y está en etapa de produccion inicial, todavia no esta en cosecha, ni postcosecha. Quieren vender el producto para exportación, con subproductos y valor agregado, no venta directa en el mercado nacional. ",Mango,Montería,CÓRDOBA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCVS15,CARIBE,CVS,FALBECSA SAS,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,"Empresa dedicada a la transformación de fruto de la Palma de Corozo, Naranja, Carambolo y Tamarindo en Vino, al igual que procucción de jugos naturales, y alimentos procesados sin conservantes quñimicos.",Frutas,Pueblo Nuevo,CÓRDOBA,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCORPOCESAR16,CARIBE,CORPOCESAR,ASOCIACIÓN DE PRODUCTORES AGRICOLAS DEL CESAR ASPRACES,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Producción agrícola de cacao, yuca, maíz, papaya, guanábana, naranja.",Frutas y Hortalizas,LA JAGUA DE IBIRICO,CESAR,2016,V1.2.,N.A,No reporta ,No Reporta
2016ONVSCORPOCESAR17,CARIBE,CORPOCESAR,"ASOPROMORA, RADICADO PARA CAMBIO ASOAGROPERIJA",BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO","Gestión de proyectos, prácticas mutualistas agrarias, producción de café orgánico y cacao. Proyecto aprobado para implementar 36 Has de caña panelera para producción, transformación y comercialización de panela pulverizada.","Café, Cacao y Frutas",Agustín Codazzi,CESAR,2016,V1.2.,N.A,No reporta ,No Reporta
2016SHFBCCDA1,AMAZONÍA,CDA,ASOCIACIÓN DE PRODUCTORES COMERCIALIZADORES Y TRANSFORMADORES DE CACAO DEL GUAVIARE Y SUR DEL META-ASOPROCACAO,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",No reporta,No reporta,VALLEDUPAR,GUAVIARE,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCDA2,AMAZONÍA,CDA,ASOCIACIÓN CENTRO AGROECOTURÍSTICO LAGUNA DAMAS DEL NARE (ECONARE),BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,No reporta,No reporta,"Charras Boquerón
SAN JOSE DEL GUAVIARE",GUAVIARE,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCDA3,AMAZONÍA,CDA,EMPRESA COMUNITARIA PARA EL DESARROLLO RURAL DEL GUAVIARE  - ECOGUAVIARE,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,No reporta,No reporta,San José del Guaviare,GUAVIARE,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCDA4,AMAZONÍA,CDA,FINCA ECOTURÍSTICA TRANKILANDIA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,No reporta,No reporta,San José del Guaviare,GUAVIARE,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCDA5,AMAZONÍA,CDA,VILLA LILIA AGROECOTURÍSTICO ,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,No reporta,No reporta,San José del Guaviare,GUAVIARE,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCDA6,AMAZONÍA,CDA,ECOALDEA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",No reporta,No reporta,San José del Guaviare,GUAVIARE,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCDA7,AMAZONÍA,CDA,CHARCOLANDIA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,No reporta,No reporta,San José del Guaviare,GUAVIARE,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCODECHOCÓ3,PACÍFICO,CODECHOCÓ,REFRESCOS EL LITORAL,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",No reporta,No reporta,Quibdó,CHOCÓ,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCODECHOCÓ4,PACÍFICO,CODECHOCÓ,ASOCIACIÓN MUJERES POR UNA VIDA DIGNA Y SOLIDARIA-TESORO DE LA SELVA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,NO MADERABLES,No reporta,No reporta,Quibdó,CHOCÓ,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCODECHOCÓ5,PACÍFICO,CODECHOCÓ,LAS MESMAS S.A.S,ECOPRODUCTOS INDUSTRIALES,APROVECHAMIENTO Y VALORACIÓN DE RESIDUOS,N.A,No reporta,No reporta,Quibdó,CHOCÓ,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCORPOCESAR1,CARIBE,CORPOCESAR,"SOCIEDAD COOPERATIVA DE ECOLOGISTAS COLOMBIANOS-COAMBIENTAL -
EL SEÑOR DE LAS ABEJAS",BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",No reporta,No reporta,VALLEDUPAR,CESAR,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCORPOCESAR2,CARIBE,CORPOCESAR,ASOCIACIÓN DE PRODUCTORES INDIGENAS SEYNEKUN,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",No reporta,No reporta,VALLEDUPAR ,CESAR,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCORPOCESAR3,CARIBE,CORPOCESAR,"FUNDACIÓN ECOLÓGICA AMBIENTE SANO
FECASA",ECOPRODUCTOS INDUSTRIALES,APROVECHAMIENTO Y VALORACIÓN DE RESIDUOS,N.A,No reporta,No reporta,VALLEDUPAR,CESAR,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCORPOCESAR4,CARIBE,CORPOCESAR,FUNDACIÓN PARA EL RECICLAJE DEL CAUCHO Y SUS DERIVADOS -FURECADE,ECOPRODUCTOS INDUSTRIALES,APROVECHAMIENTO Y VALORACIÓN DE RESIDUOS,N.A,No reporta,No reporta,El Paso,CESAR,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCORPONARIÑO1,PACÍFICO,CORPONARIÑO,AGROSOLIDARIA SECCIONAL LA UNIÓN NARIÑO ,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",No reporta,No reporta,La Unión,NARIÑO,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCORPONARIÑO2,PACÍFICO,CORPONARIÑO,"ASOCIACIÓN AGROPECUARIA DEL MUNICIPIO DE ALBÁN ""AAA""",BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",No reporta,No reporta,San José de Albán,NARIÑO,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCORPONARIÑO3,PACÍFICO,CORPONARIÑO,"ASOCIACIÓN DE CAFETEROS CAMINEMOS JUNTOS POR LA PAZ CORREGIMIENTO DEL SAUCE SECTOR LA CUCHILLA
ASOCAFEPAZ",BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",No reporta,No reporta,La Unión,NARIÑO,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCORPONARIÑO4,PACÍFICO,CORPONARIÑO,FUNDACIÓN PARA EL DESARROLLO Y EL AMBIENTE NATURAL - FUDENA,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",No reporta,No reporta,La Unión,NARIÑO,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCORPONARIÑO5,PACÍFICO,CORPONARIÑO, ASOCIACIÓN BIOFRUIT NAPOLI,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",No reporta,No reporta,Ipiales,NARIÑO,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCORPONARIÑO6,PACÍFICO,CORPONARIÑO,ASOCIACIÓN PROTECTORA DE LOS HUMEDALES - PROHUMEDALES,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,No reporta,No reporta,Corregimiento El Encanto,NARIÑO,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCORPONARIÑO7,PACÍFICO,CORPONARIÑO,CENTRO DE ARTE POPULAR DE BIODIVERSIDAD,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,No reporta,No reporta,El Puerto,NARIÑO,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCORPONARIÑO8,PACÍFICO,CORPONARIÑO,RESERVA NATURAL LA CASA DEL BUHO,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,No reporta,No reporta,Corregimiento El Encanto,NARIÑO,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCORPONARIÑO9,PACÍFICO,CORPONARIÑO,COOPERATIVA DEL DISTRITO MINERO DE LA LLANADA LTDA - COODMILLA LTDA,ECOPRODUCTOS INDUSTRIALES,OTROS BIENES Y SERVICIOS VERDES SOSTENIBLES,N.A,No reporta,No reporta,La Llanada,NARIÑO,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCORPONARIÑO10,PACÍFICO,CORPONARIÑO,RESTAURANTE ZARCILLEJO-ECOTURISMO-HOSTAL COMUNITARIO,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,No reporta,No reporta,Corregimiento El Encanto,NARIÑO,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCORPONARIÑO11,PACÍFICO,CORPONARIÑO,ANDINACUY,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",No reporta,No reporta,Pupiales,NARIÑO,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCORPONARIÑO12,PACÍFICO,CORPONARIÑO,SISTEMA DE PRODUCCION Y CONSERVACIÓN FAMILIAR CABALLO CORRAL,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,BIOCOMERCIO,ECOTURISMO TURISMO DE NATURALEZA,No reporta,No reporta,Corregimiento El Encanto,NARIÑO,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCVC1,PACÍFICO,CVC,AGRÍCOLA HIMALAYA S.A ,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",No reporta,No reporta,Yumbo,VALLE DEL CAUCA,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
2016SHFBCCVC2,PACÍFICO,CVC,ASOCIACIÓN DE PANELEROS DE ATUNCELA (ASPAT),BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",No reporta,No reporta,Dagua,VALLE DEL CAUCA,2016,PENDIENTE,PENDIENTE,2015,No Reporta
2016SHFBCCVC3,PACÍFICO,CVC,BIOHUEVO - AUTÉNTICO HUEVO DEL CAMPO,BIENES Y SERVICIOS SOSTENIBLES PROVENIENTES DE RECURSOS NATURALES,AGROSISTEMAS SOSTENIBLES,"SISTEMAS DE PRODUCCIÓN ECOLÓGICO, ORGÁNICO Y BIOLÓGICO",No reporta,No reporta,Jamundí,VALLE DEL CAUCA,2016,PENDIENTE,PENDIENTE,No reporta ,No Reporta
